Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,OG,Matches
299,Yann Bodiger\Yann-Bodiger,fr FRA,MF,Cádiz,es La Liga,26-051,1995,2.8,6,2.15,2,0,0,0,2,2,0,0.00,0,0,0,0,0,0,0,Matches
300,Jean-Paul Boëtius\Jean-Paul-Boetius,nl NED,MFFW,Mainz 05,de Bundesliga,27-010,1994,17.1,49,2.87,39,0,3,2,4,1,6,0.35,5,0,0,1,0,0,0,Matches
301,Sacha Boey\Sacha-Boey,fr FRA,DF,Dijon,fr Ligue 1,20-200,2000,18.8,32,1.71,25,0,3,2,2,0,1,0.05,1,0,0,0,0,0,0,Matches
302,Sacha Boey\Sacha-Boey,fr FRA,DF,Rennes,fr Ligue 1,20-200,2000,1.4,1,0.73,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
303,Jeremie Boga\Jeremie-Boga,ci CIV,FWMF,Sassuolo,it Serie A,24-088,1997,11.2,20,1.79,14,0,5,0,1,0,6,0.54,3,0,2,0,1,0,0,Matches
304,Melayro Bogarde\Melayro-Bogarde,nl NED,DFMF,Hoffenheim,de Bundesliga,18-308,2002,3.1,8,2.61,6,0,0,0,2,0,1,0.33,1,0,0,0,0,0,0,Matches
305,Jayden Bogle\Jayden-Bogle,eng ENG,DF,Sheffield Utd,eng Premier League,20-248,2000,9.0,10,1.12,6,1,2,0,1,0,1,0.11,0,0,1,0,0,0,0,Matches
306,Quentin Boisgard\Quentin-Boisgard,fr FRA,MFFW,Lorient,fr Ligue 1,24-015,1997,14.5,46,3.18,25,12,0,3,5,1,6,0.41,6,0,0,0,0,0,0,Matches
307,Willy Boly\Willy-Boly,ci CIV,DF,Wolves,eng Premier League,30-057,1991,17.0,10,0.59,8,0,0,2,0,0,1,0.06,1,0,0,0,0,0,0,Matches
308,Giacomo Bonaventura\Giacomo-Bonaventura,it ITA,MF,Fiorentina,it Serie A,31-222,1989,17.4,41,2.36,31,3,2,4,1,0,5,0.29,4,0,0,1,0,0,0,Matches
309,Federico Bonazzoli\Federico-Bonazzoli,it ITA,FW,Torino,it Serie A,23-315,1997,4.8,12,2.48,8,0,1,1,1,1,4,0.83,3,0,0,0,0,1,0,Matches
310,Federico Bonazzoli\Federico-Bonazzoli,it ITA,FW,Sampdoria,it Serie A,23-315,1997,1.5,2,1.37,2,0,0,0,0,0,1,0.69,1,0,0,0,0,0,0,Matches
311,Kevin Bonifazi\Kevin-Bonifazi,it ITA,DF,Udinese,it Serie A,24-317,1996,17.5,3,0.17,2,1,0,0,0,0,1,0.06,1,0,0,0,0,0,0,Matches
312,Leonardo Bonucci\Leonardo-Bonucci,it ITA,DF,Juventus,it Serie A,33-335,1987,18.5,8,0.43,7,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
313,Dennis Borkowski\Dennis-Borkowski,de GER,MF,RB Leipzig,de Bundesliga,19-065,2002,0.1,1,8.18,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
314,Sebastiaan Bornauw\Sebastiaan-Bornauw,be BEL,DF,Köln,de Bundesliga,22-010,1999,17.0,2,0.12,2,0,0,0,0,0,1,0.06,1,0,0,0,0,0,0,Matches
315,Sven Botman\Sven-Botman,nl NED,DF,Lille,fr Ligue 1,21-079,2000,28.8,11,0.38,11,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
316,Denis Bouanga\Denis-Bouanga,ga GAB,FWMF,Saint-Étienne,fr Ligue 1,26-141,1994,24.2,63,2.60,31,2,18,5,3,4,11,0.45,7,0,2,0,1,1,0,Matches
317,Hicham Boudaoui\Hicham-Boudaoui,dz ALG,MFFW,Nice,fr Ligue 1,21-190,1999,14.6,12,0.82,8,0,2,0,1,1,4,0.27,2,0,1,0,1,0,0,Matches
318,Ryad Boudebouz\Ryad-Boudebouz,dz ALG,MFFW,Saint-Étienne,fr Ligue 1,31-041,1990,7.1,43,6.05,23,11,5,1,2,1,1,0.14,0,1,0,0,0,0,0,Matches
319,Sofiane Boufal\Sofiane-Boufal,ma MAR,FWMF,Angers,fr Ligue 1,27-196,1993,8.1,18,2.21,10,0,3,0,4,1,2,0.25,0,0,0,0,2,0,0,Matches
320,Nassim Boujellab\Nassim-Boujellab,ma MAR,MFFW,Schalke 04,de Bundesliga,21-285,1999,6.7,14,2.08,9,0,0,2,3,0,0,0.00,0,0,0,0,0,0,0,Matches
321,Farid Boulaya\Farid-Boulaya,dz ALG,MFFW,Metz,fr Ligue 1,28-035,1993,25.6,118,4.61,60,31,7,5,14,1,9,0.35,5,1,0,1,2,0,0,Matches
322,Yassine Bounou\Yassine-Bounou,ma MAR,GK,Sevilla,es La Liga,29-361,1991,24.0,3,0.12,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
323,Ismaëlben Boura\Ismaelben-Boura,fr FRA,DF,Lens,fr Ligue 1,20-230,2000,6.9,6,0.87,4,1,1,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
324,Mehdi Bourabia\Mehdi-Bourabia,ma MAR,MF,Sassuolo,it Serie A,29-237,1991,5.2,7,1.34,5,0,2,0,0,0,1,0.19,1,0,0,0,0,0,0,Matches
325,Benjamin Bourigeaud\Benjamin-Bourigeaud,fr FRA,MFFW,Rennes,fr Ligue 1,27-077,1994,21.2,80,3.77,33,39,1,6,0,1,7,0.33,2,5,0,0,0,0,0,Matches
326,Jarrod Bowen\Jarrod-Bowen,eng ENG,FWMF,West Ham,eng Premier League,24-102,1996,22.4,64,2.85,36,10,3,9,5,1,8,0.36,4,3,0,1,0,0,0,Matches
327,Dedryck Boyata\Dedryck-Boyata,be BEL,DF,Hertha BSC,de Bundesliga,30-124,1990,12.8,8,0.62,7,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0,Matches
328,John Boye\John-Boye,gh GHA,DF,Metz,fr Ligue 1,33-343,1987,27.2,11,0.40,9,0,0,1,0,1,3,0.11,3,0,0,0,0,0,0,Matches
329,Lucas Boyé\Lucas-Boye,ar ARG,FW,Elche,es La Liga,25-032,1996,21.3,26,1.22,15,0,4,1,6,0,2,0.09,1,0,1,0,0,0,0,Matches
330,Can Bozdogan\Can-Bozdogan,de GER,MF,Schalke 04,de Bundesliga,19-361,2001,5.0,6,1.20,5,1,0,0,0,0,1,0.20,1,0,0,0,0,0,0,Matches
331,Umut Bozok\Umut-Bozok,tr TUR,FWMF,Lorient,fr Ligue 1,24-194,1996,0.7,4,5.90,2,0,1,0,1,0,0,0.00,0,0,0,0,0,0,0,Matches
332,Jayden Braaf\Jayden-Braaf,nl NED,FW,Udinese,it Serie A,18-213,2002,0.2,1,6.43,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
333,Domagoj Bradarić\Domagoj-Bradaric,hr CRO,DF,Lille,fr Ligue 1,21-112,1999,13.3,21,1.58,21,0,0,0,0,0,4,0.30,4,0,0,0,0,0,0,Matches
334,Robbie Brady\Robbie-Brady,ie IRL,MF,Burnley,eng Premier League,29-077,1992,11.7,17,1.45,12,2,0,2,0,1,1,0.09,0,1,0,0,0,0,0,Matches
335,Martin Braithwaite\Martin-Braithwaite,dk DEN,FW,Barcelona,es La Liga,29-300,1991,11.8,21,1.78,15,0,1,1,3,1,4,0.34,2,0,0,1,0,1,0,Matches
336,Julian Brandt\Julian-Brandt,de GER,FWMF,Dortmund,de Bundesliga,24-334,1996,14.1,58,4.10,50,2,2,2,2,0,4,0.28,4,0,0,0,0,0,0,Matches
337,Darko Brašanac\Darko-Brasanac,rs SRB,MF,Osasuna,es La Liga,29-048,1992,4.2,7,1.65,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
338,Lilian Brassier\Lilian-Brassier,fr FRA,DF,Brest,fr Ligue 1,21-150,1999,6.0,2,0.33,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
339,Álvaro Bravo\Alvaro-Bravo,es ESP,MF,Granada,es La Liga,23-056,1998,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
340,Claudio Bravo\Claudio-Bravo,cl CHI,GK,Betis,es La Liga,37-353,1983,10.0,3,0.30,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
